EAD,PD12,LGD,PDLT,stage1ecl,stage2ecl,stage3ecl
3157.604780934659,0.008306768984692804,0.81,0.009968122781631365,21.245889702750453,25.495067643300544,2557.6598725570743
12920.96730920447,0.28696243602801386,0.81,0.3443549232336166,3003.3441264589937,3604.0129517507926,10465.983520455622
25335.230018047972,0.11572522672474209,0.81,0.1388702720696905,2374.8594427492953,2849.8313312991545,20521.536314618857
7600.5690054143915,0.018830193958815605,0.81,0.022596232750578725,115.92735274114533,139.1128232893744,6156.460894385657
2533.523001804798,0.040883511800775096,0.81,0.049060214160930114,83.8992472088755,100.67909665065059,2052.1536314618866
4560.341403248634,0.013711337530699088,0.81,0.016453605036838903,50.6479879904828,60.77758558857934,3693.876536631394
12899.778932023837,0.3123958429827759,0.81,0.37487501157933106,3264.168224146442,3917.0018689757303,10448.82093493931
11495.983161275426,0.4842108960002207,0.81,0.5810530752002648,4508.849048608946,5410.618858330734,9311.746360633095
14234.751951811024,0.06654946290415004,0.81,0.07985935548498004,767.3252285431283,920.7902742517539,11530.14908096693
1708.170234217323,0.12891548881613524,0.81,0.15469858657936228,178.3697765874917,214.04373190499007,1383.6178897160316
9205.13959550446,0.08992198982088541,0.81,0.1079063877850625,670.4730198954929,804.5676238745915,7456.163072358614
13992.097078821185,0.11401949537024424,0.81,0.1368233944442931,1292.2511969599145,1550.7014363518977,11333.59863384516
19545.210606978344,0.22798976740936808,0.81,0.27358772089124167,3609.447496404206,4331.336995685047,15831.62059165246
465.2806406789429,0.09129316795259279,0.81,0.10955180154311135,34.406324376420095,41.28758925170413,376.8773189499438
18611.225627157717,0.33617989056582004,0.81,0.40341586867898405,5067.9430336532705,6081.531640383924,15075.092757997752
9119.500557307281,0.024259455473361148,0.81,0.029111346568033377,179.19963534452344,215.03956241342811,7386.795451418899
2000.7067549194549,0.05166213438982789,0.81,0.061994561267793465,83.72223281030112,100.46667937236134,1620.5724714847586
4317.72666191361,0.09137438881456246,0.81,0.10964926657747495,319.56900418856463,383.48280502627756,3497.3585961500244
5068.635646594238,0.06421709829193013,0.81,0.07706051795031615,263.64938955389164,316.37926746466997,4105.594873741333
14079.543462761772,0.28740789955768103,0.81,0.3448894794692172,3277.7233308243867,3933.2679969892642,11404.430204837035
9386.362308507849,0.04119102543038511,0.81,0.04942923051646213,313.17344972432966,375.80813966919555,7602.9534698913585
3754.5449234031394,0.12598675890346173,0.81,0.15118411068415408,383.1485863061761,459.77830356741134,3041.181387956543
4693.181154253924,0.03675864061089225,0.81,0.0441103687330707,139.73711709053632,167.68454050864355,3801.4767349456793
9386.362308507849,0.06112228836800095,0.81,0.07334674604160114,464.70991443519307,557.6518973222317,7602.9534698913585
7509.089846806279,0.07546048842651196,0.81,0.09055258611181434,458.9780658576366,550.7736790291638,6082.362775913086
3362.2719661690962,0.043626308359401934,0.81,0.05235157003128232,118.81364600325516,142.57637520390617,2723.440292596968
11207.573220563656,0.2438158986346294,0.81,0.2925790783615553,2213.39347439096,2656.072169269152,9078.134308656561
6730.274083315622,0.06476700960473608,0.81,0.07772041152568329,353.0787782192535,423.69453386310414,5451.522007485654
7691.741809503568,0.0785735330174755,0.81,0.09428823962097059,489.53753651504957,587.4450438180594,6230.31086569789
14422.01589281919,0.001,0.81,0.0012,11.681832873183545,14.018199447820251,11681.832873183545
1922.935452375892,0.001,0.81,0.0012,1.5575777164244728,1.8690932597093672,1557.5777164244726
2932.4765648732355,0.09375618093363192,0.81,0.11250741712035829,222.6996207539113,267.2395449046935,2375.306017547321
7500.0,0.10807600950118765,0.8,0.12969121140142517,648.4560570071259,778.1472684085511,6000.0
3284.150569935424,0.009109727907220214,0.7,0.010931673488664256,20.94240266891773,25.130883202701277,2298.9053989547965
13438.794623334763,0.43440531380021064,0.7,0.5212863765602528,4086.518656812425,4903.822388174909,9407.156236334333
26350.577692813255,0.11628218327974071,0.7,0.13953861993568886,2144.8718933619307,2573.846272034317,18445.404384969275
7905.173307843976,0.013850137856089417,0.7,0.0166201654273073,76.64141806294221,91.96970167553064,5533.621315490783
2635.057769281326,0.04502776062138643,0.7,0.05403331274566371,83.05552532110683,99.66663038532819,1844.540438496928
4743.103984706385,0.023127358978659224,0.7,0.027752830774391068,76.78682796918949,92.14419356302737,3320.172789294469
13416.757089880946,0.260298293281437,0.7,0.31235795193772437,2444.6512803073406,2933.5815363688084,9391.729962916661
11956.702079699564,0.41202511371222317,0.7,0.49443013645466777,3448.5230738079713,4138.2276885695655,8369.691455789694
14805.231173228625,0.06751649169919709,0.7,0.0810197900390365,699.7180873283891,839.6617047940668,10363.661821260037
